Car Model ,Review,Style,Comfort,Fuel Economy,Performance,Value for Money
2012 Honda City,"Dear readers,  I did a lot of research to buy a new car in 1300 cc range. My choices wer Xli, City and Swift. After digging the threads and user opinions, I was totally confused in making a choice among these 3 options. Personally, I am a fan of Honda since I have been using Civic for the last 10 years and owned almost 4 different models of Civics. I was totally against buying Corolla as I am used to drive Honda. Later, I took test drives of both City and Corolla and decided to go for Corolla this time. Civic was out of my pocket. I am now very happy and satisfied with my selection.. This new Xli is beyond my expectation.I can safely say that Corolla has got some good driving pleasure with comfort, economy and great looks.  I hope my post is going to help those people who are stuck in making decision to buy a new car. Go for Corolla, you will not regret. Good resale also :)  Take care.  More ",5-rating,5-rating,0-rating,4-rating,3-rating
2012 Honda City Aspire 1.5 i-VTEC,Do you find this review helpful? YesNo Report (15 out of 27 people found this review helpful),4-rating,4-rating,0-rating,4-rating,4-rating
2013 Honda City Aspire 1.5 i-VTEC,"Exterior: Its Aspire model, so its look good with company fitted Rims. I have taffeta white.  Interior (Features, Space & Comfort): In comparison with Gli 2013, City Aspire has more features like Navigation, Rear Camera, 4 speakers, leather seats, etc. It's trunk is bigger than Corolla's trunk. Corolla has bigger cabin but city is more comfortable.  Fuel Economy: No doubt City has better fuel economy currently it's giving me 12-13 km/l. As it's only 250km driven. New car eats more fuel , but with the time it's fuel economy will increase.  Ride Quality & Handling: Ride quality is just acceptable. Handling is very good as it's suspension is very hard. Hard Suspension, i think it's a plus point for better handling but a negative point while driving on bumpy roads.  Final Words: This is a complete family car, only for Urban Areas.   More ",5-rating,5-rating,5-rating,4-rating,5-rating
2013 Suzuki Swift DLX 1.3,Do you find this review helpful? YesNo Report (7 out of 8 people found this review helpful),5-rating,5-rating,4-rating,5-rating,5-rating
2010 Suzuki Cultus,"Exterior:it is very beautiful and a cozy car with a impressive looks.  Interior (Features, Space & Comfort):i think if they could give LCD also in DLX so it will be best but still the sound of 4 speakers are excellent and seats are also comfortable.  Fuel Economy:the consumption of fuel is also good if compared to other 1300cc cars.  Ride Quality & Handling:the road grip is superb and the engine is also very powerful and i think that this is the only suzuki car in pakistan with this type of powerful engine.  Final Words:i suggest this car to those people who want to enjoy the sport engine in a small car. the last words for this car Swift is only SUPERB!   More ",5-rating,4-rating,5-rating,5-rating,5-rating
2012 Toyota Hilux Vigo Champ G,Do you find this review helpful? YesNo Report (4 out of 7 people found this review helpful),4-rating,5-rating,5-rating,5-rating,3-rating
2008 Toyota Corolla Axio,"I brought the car 3 years back. Its the fully loaded version at that time, power steering, power windows and alloy rims. So far after three years every electrical and mechanical equipment is working fine. This car has the best leg room space in its class no doubt. I have also driven the Honda city, the rare and front leg room of Cultus is amazingly equal to HOnda City and the ride is even much more comfortable than Honda City. Its unfortunate the Suzuki has stopped the VXL version of cultus (only to promote the Swift) but I wish that they re-launch its fully loaded version with Electrical Power Steering (EPS). My VXLi has hydraulic Power Steering. Overall its one of the most comfortable, reliable and fule economical car in town given me almost 22 kmpl on highway and 17 kmpl in city with AC on CNG. On petrol it gives almost 17 kmpl on highway and 15 kmpl in city with AC. I am very much satisfied with this car and am using it for the past three years without any problem. I got it zero meter and so far it has crossed 66000 kms.  More ",5-rating,5-rating,5-rating,4-rating,3-rating
2008 Toyota Premio,Do you find this review helpful? YesNo Report (1 out of 3 people found this review helpful),5-rating,5-rating,5-rating,5-rating,5-rating
2013 Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,"Exterior:good  Interior (Features, Space & Comfort):suspension is good braking system is best  Fuel economy 10km/liter  Ride Quality & Handling is poor  Final Words:indus,s vigo champ a/t is 2500cc price is 33 lack body is good looking as thai model but drive is very poor other side in this price thai vigo 2008 3000 cc d4d intercooler is available with best pickup and fuel economy  ",5-rating,5-rating,5-rating,2-rating,4-rating
2013 Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Do you find this review helpful? YesNo Report (3 out of 5 people found this review helpful),5-rating,5-rating,4-rating,3-rating,3-rating
2013 Suzuki Mehran VXR Euro II,"Exterior:good  Interior (Features, Space & Comfort):suspension is good braking system is best  Fuel economy 13km/liter  Ride Quality & Handling:very smooth drive  Final Words:axio is now available in 15 lacks in best condition auto transmition 1.5 tv alloy rims etc spair parts are available in auto market in big cities other side in this price pak assemble secondhand xli/gli m/t 1.3 are available axio is the best in all way performance brake system etc  ",5-rating,5-rating,5-rating,3-rating,0-rating
2011 Toyota Corolla GLi 1.3 VVTi,Do you find this review helpful? YesNo Report (3 out of 4 people found this review helpful),5-rating,5-rating,2-rating,3-rating,4-rating
2010 Honda City 1.3 i-VTEC,"Exterior:good  Interior (Features, Space & Comfort):best all things are avaliable climate control rear seats adjustable can shape a complete bed suspension is very very good braking system is best  Fuel Economy:more than 20 km in 1 liter can drive  Ride Quality & Handling:very smooth drive  Final Words:i drive almost honda accord camry civic corolla mehran vitz prado vigo etc but i like premio its best car its pickup is nearly accord and camry but fuel economy is best than mehran or vitz  ",3-rating,4-rating,2-rating,4-rating,3-rating
2013 Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Do you find this review helpful? YesNo Report (1 out of 2 people found this review helpful),5-rating,5-rating,3-rating,5-rating,3-rating
2010 Toyota Corolla XLi VVTi,"Exterior: just ok Interior (Features, Space & Comfort): average Fuel Economy: good Ride Quality & Handling: average Final Words:  I had a 2004 corolla . Now i have a 2010 corolla whos performance is exactly the same, and the car's comfort is just ok. After spending 1.5 million and u get a manual windows! Thats the height of stupidity. If you want to spend 1.5 million, then go for Honda city. Fuel economy, braking, comfort, RELIABILITY and performance is just superb. My advice to you is to go for Honda City.",2-rating,1-rating,1-rating,1-rating,3-rating
2007 Suzuki Swift DLX 1.3,Do you find this review helpful? YesNo Report (20 out of 23 people found this review helpful),1-rating,1-rating,1-rating,3-rating,4-rating
2012 Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,"Exterior:  It has good shape and okay body. It looks good as well. its shape is quite trendy. Although less attractive than Honda city but still not a bad shape.  Interior (Features, Space & Comfort):  Interior has good plastic quality. It is very spacious and roomy. Leg space is quite good. Interior look and feel is also okay. Things installed by Suzuki are not of good quality though.  Fuel Economy:  Its does not run good CNG(At least i dont know). Petrol consumption is also oaky .  Ride Quality & Handling:  Ride quality is good , balance is also okay. Runs good on long drive .  Final Words:  You will have to buy it in future because imported Japanses cars have been banned by Govt. of upto five years.   More ",1-rating,1-rating,3-rating,4-rating,3-rating
2012 Suzuki Mehran VXR Euro II,Do you find this review helpful? YesNo Report (1 out of 5 people found this review helpful),1-rating,3-rating,2-rating,4-rating,1-rating
2011 Honda Civic VTi Prosmatec 1.8 i-VTEC,"Exterior:exterior wise car is just normal not too good nor to bad and relates to some previous and other model's of Honda i am asked to rate the exterior from 10 i'll give it 6  Interior (Features, Space & Comfort):Interior and features wise this is the best car available in Pakistani market specially steering and cruise control is just amazing which gives a luxury feeling,safety is also better than other competitors due to dual airbag etc and space is also nice with quite good leg room for front and rear.  Fuel Economy:fuel economy of R18 is quite good for local and long routes on local i am getting 9km/l and 13km/l on highway drive  Ride Quality & Handling:Ride quality is good and control is very good until you don't start thinking that it's a sports car  Final Words:Go for it excluding exterior everything is perfect even though over priced !!!!   More ",3-rating,3-rating,4-rating,3-rating,4-rating
2012 Honda Civic VTi Oriel 1.8 i-VTEC,Do you find this review helpful? YesNo Report (4 out of 5 people found this review helpful),4-rating,2-rating,4-rating,3-rating,5-rating
2012 Suzuki Mehran VX Euro II,"Exterior:  Interior (Features, Space & Comfort):  Fuel Economy:  Ride Quality & Handling:  Final Words:  (Review Posted by Ehsan Sheikh on Oct 28, 2012)  Sir I agree with you 200%. This freaking Suzuki Co. had introduce this SHIT 30 yras ago and never changed INTERIOR or EXTERIOR and this shit is getting shitter and shitter every year.  Next door in India same shit has been changed to modern look, quality is much better and available for 1/2 of the price compare to Pakistan.  Every time government try to relax imports duty on cars. Pakistan car manufacture/ Assembelers start shitting in their pants. They cry we will not be able to compete and go out of bussines. This is UNJUSTICE to Pakistani cars consumers.  Bottom line is better to buy used JAPAN assembled imorted small cars. They are way better than SHITY MEHRAN. What a JOKE after 30 years of maunfactering same SHIT. Every year QUALITY, DURABILITY, WORKMANSHIP of this MEHRAN have gone down.   More ",3-rating,4-rating,4-rating,1-rating,0-rating
